track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,2,3,40.96300458785652,34.98300391809644,8.0,42.61900477332853,36.63900410356846,8.0
2,2,3,39.03100437147249,33.32700373262442,9.0,40.04300448481651,35.259003949008445,10.0
3,2,3,43.63100488667255,36.63900410356846,8.0,44.91900503092857,38.01900425812848,8.0
4,2,3,45.37900508244857,35.07500392840044,8.0,47.679005340048604,36.179004052048455,8.0
5,2,3,43.81500490728055,34.15500382536043,7.0,46.20700517518458,34.89100390779244,7.0
7,2,3,47.8630053606566,35.62700399022445,8.0,49.51900554612863,36.22500405720046,8.0
8,2,3,49.97900559764863,36.50100408811246,7.0,52.18700584494465,36.40900407780845,7.0
11,2,3,53.337005973744674,38.939004361168486,6.0,54.99300615921669,39.21500439208049,8.0
12,2,3,54.21100607163269,41.101004603312525,6.0,55.4070062055847,41.00900459300851,7.0
13,2,3,51.497005767664646,43.12500483000054,7.0,53.93500604072069,43.58500488152056,8.0
15,2,3,53.13000595056067,43.67700489182455,7.0,55.8210062519527,44.91900503092857,8.0
16,2,3,60.81827953892004,40.67864091964415,6.0,63.56155257343934,40.94627731325578,6.0
17,2,3,40.54900454148852,29.69300332561637,8.0,41.469004644528525,30.98100346987239,8.0
20,2,3,37.69700422206447,25.967002908304327,10.0,39.5370044281445,27.80700311438435,9.0
21,2,3,28.35900317620836,23.8510026713123,13.0,28.911003238032364,23.7590026610083,13.0
22,2,3,34.89100390779244,22.33300250129628,13.0,35.949004026288456,23.069002583728288,13.0
23,2,3,33.787003784144424,20.539002300368256,12.0,33.649003768688424,21.36700239310427,11.0
25,2,3,27.255003052560344,20.953002346736262,11.0,27.20900304740834,21.64300242401627,11.0
26,2,3,26.88700301134434,19.389002171568244,10.0,27.02500302680034,20.033002243696256,10.0
29,2,3,30.337003397744382,18.561002078832235,12.0,30.429003408048384,19.711002207632244,12.0
31,2,3,28.35900317620836,16.951001898512214,12.0,28.26700316590436,17.82500199640023,12.0
32,2,3,18.92900212004824,15.8010017697122,12.0,19.66500220248025,16.1230018057762,12.0
34,2,3,20.72300232097626,16.49100184699221,11.0,21.505002408560276,17.089001913968215,12.0
36,2,3,18.331002053072236,11.477001285424146,13.0,19.757002212784247,11.569001295728146,11.0
37,2,3,19.757002212784247,11.89100133179215,13.0,19.94100223339225,12.351001383312155,12.0
