track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,1,2,38.35050008,35.4022334,1,37.24490007,33.00676673,1
1,1,2,35.86290007,36.50783341,2,34.5730334,34.38876674,1
3,1,2,39.82463341,41.11450008,1,39.36396675,38.99543341,1
4,1,2,39.73250008,43.04930009,1,39.91676675,40.74596675,1
5,1,2,41.48303342,46.27396676,2,41.29876675,44.33916676,1
6,1,2,41.57516675,44.15490009,2,40.74596675,42.77290009,2
7,1,2,42.03583342,49.31436677,2,41.29876675,48.0245001,1
8,1,2,42.03583342,50.60423343,2,41.75943342,49.9593001,2
17,1,2,36.32356674,45.07623342,2,37.79770008,45.44476676,3
19,1,2,34.48090007,38.16623341,1,34.75730007,36.04716674,1
20,1,2,33.83596673,34.48090007,2,33.4674334,31.44050006,1
23,1,2,36.50783341,27.66303339,1,35.03370007,25.82036672,1
24,1,2,35.77076674,23.42490005,1,35.1258334,20.01596671,1
26,1,2,33.09890007,26.00463339,1,32.17756673,23.24063338,1
28,1,2,32.17756673,21.39796671,2,31.5326334,18.17330004,2
31,1,2,30.42703339,14.58010003,2,29.68996673,11.26330002,2
34,1,2,30.51916673,9.789166686,3,29.50570006,10.98690002,1
