track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,1,2,52.12009675,53.72591511,2,53.45827871,53.9266424,4
1,1,2,52.52155134,55.53246077,2,53.33700597,55.63700623,4
2,1,2,51.12900573,51.95700582,3,51.95700582,52.04900583,4
3,1,2,52.23300585,57.1090064,2,53.24500596,57.38500643,4
8,1,2,52.41700587,50.71500568,3,54.11900606,50.94500571,4
11,1,2,55.59100623,52.50900588,3,56.64900634,52.23300585,4
12,1,2,56.51100633,49.36950553,4,57.68400646,49.0935055,5
13,1,2,52.92300593,47.64450534,3,53.88900604,48.30000541,5
14,1,2,56.82150636,46.16100517,4,57.44250643,46.64400522,4
18,1,2,53.544006,40.67550456,5,54.54450611,41.19300461,6
19,1,2,53.64750601,39.91650447,4,55.13100617,40.02000448,6
20,1,2,53.50950599,38.15700427,4,54.26850608,38.67450433,7
21,1,2,52.47450588,36.50100409,6,53.40600598,37.01850415,7
22,1,2,49.05900549,25.64500287,12,49.61100556,24.95500279,11
23,1,2,41.69900467,16.76700188,18,41.14700461,17.41100195,14
24,1,2,48.09300539,23.94300268,12,48.04700538,24.26500272,11
25,1,2,43.99900493,18.7910021,17,43.49300487,19.48100218,14
26,1,2,54.85500614,26.01300291,11,54.80900614,26.10500292,11
27,1,2,51.95700582,23.11500259,12,52.27900586,22.70100254,10
28,1,2,53.06100594,24.03500269,11,53.79700603,24.40300273,11
30,1,2,51.22100574,21.4590024,13,51.03700572,21.4590024,13
31,1,2,45.37900508,14.2830016,19,45.5170051,15.2030017,18
32,1,2,45.05700505,12.30500138,19,45.60900511,13.13300147,17
35,1,2,45.09464141,40.41100453,2,46.09827789,39.13973166,3
36,1,2,44.02409584,37.80154969,2,46.09827789,36.46336772,2
38,1,2,41.4815501,40.07645903,2,41.94991379,40.07645903,2
40,1,2,40.41100453,37.4670042,2,40.61173182,36.93173141,2
49,1,2,43.22118666,30.84300345,4,43.82336854,30.04009427,4
50,1,2,43.02045936,28.8357305,4,43.15427756,28.36736681,4
51,1,2,39.40736805,33.58627649,3,40.14336813,32.11427632,3
52,1,2,44.49245953,34.25536747,3,44.42555043,31.77973083,4
53,1,2,39.27354985,27.36373034,6,38.67136797,26.69463935,6
55,1,2,42.28445928,26.02554837,6,42.15064108,25.35645739,6
56,1,2,35.05827665,17.66191107,9,34.79064026,17.39427468,8
57,1,2,35.66045854,19.40154763,9,36.32954952,18.39791115,8
58,1,2,31.64591264,20.13754771,9,30.84300345,18.79936574,9
59,1,2,39.07282256,17.26045648,8,39.07282256,16.65827459,8
61,1,2,32.78336731,14.85172894,10,33.0510037,14.24954705,8
63,1,2,31.77973083,11.64009221,11,31.51209444,11.77391041,11
65,1,2,34.18845837,9.030637375,11,34.05464018,8.696091883,10
