track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,1,2,40.87100457755252,35.16700393870445,8.0,40.96300458785652,34.98300391809644,8.0
2,1,2,38.571004319952486,32.775003670800416,9.0,39.03100437147249,33.32700373262442,9.0
3,1,2,43.07900482484855,36.179004052048455,8.0,43.63100488667255,36.63900410356846,8.0
4,1,2,44.82700502062456,34.707003887184435,7.0,45.37900508244857,35.07500392840044,8.0
5,1,2,43.81500490728055,33.05100370171242,7.0,43.81500490728055,34.15500382536043,7.0
7,1,2,46.89700525246459,34.707003887184435,8.0,47.8630053606566,35.62700399022445,8.0
8,1,2,48.78300546369662,35.62700399022445,7.0,49.97900559764863,36.50100408811246,7.0
11,1,2,52.50900588100866,38.75500434056048,6.0,53.337005973744674,38.939004361168486,6.0
12,1,2,53.29100596859266,39.85900446420851,6.0,54.21100607163269,41.101004603312525,6.0
13,1,2,50.66900567492864,41.65300466513653,7.0,51.497005767664646,43.12500483000054,7.0
14,1,2,49.01300548945662,40.73300456209651,7.0,50.66900567492864,41.51500464968053,7.0
15,1,2,51.61200578054465,42.64200477590454,6.0,53.13000595056067,43.67700489182455,7.0
16,1,2,59.74773396447348,40.14336813242087,7.0,60.81827953892004,40.67864091964415,6.0
17,1,2,39.9510044745125,29.095003258640368,9.0,40.54900454148852,29.69300332561637,8.0
19,1,2,38.065004263280485,27.20900304740834,9.0,38.433004304496485,26.519002970128334,9.0
20,1,2,37.00700414478446,25.82900289284833,9.0,37.69700422206447,25.967002908304327,10.0
21,1,2,28.313003171056355,22.47100251675229,12.0,28.35900317620836,23.8510026713123,13.0
22,1,2,32.49900363988841,21.50500240856027,12.0,34.89100390779244,22.33300250129628,13.0
25,1,2,26.42700295982433,20.585002305520263,11.0,27.255003052560344,20.953002346736262,11.0
27,1,2,25.23100282587232,19.11300214065624,12.0,25.691002877392325,19.11300214065624,11.0
29,1,2,30.06100336683238,18.055002022160224,11.0,30.337003397744382,18.561002078832235,12.0
31,1,2,27.57700308862435,16.72100187275221,12.0,28.35900317620836,16.951001898512214,12.0
32,1,2,17.733001986096223,14.835001661520186,14.0,18.92900212004824,15.8010017697122,12.0
33,1,2,17.319001939728217,13.40900150180817,13.0,18.101002027312227,14.191001589392178,12.0
36,1,2,19.29700216126425,10.557001182384132,14.0,18.331002053072236,11.477001285424146,13.0
