track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,0,1,51.71864216,56.26846085,2,52.12009675,53.72591511,2
1,0,1,51.7730058,57.47700644,2,52.52155134,55.53246077,2
2,0,1,51.17500573,54.67100612,3,51.12900573,51.95700582,3
3,0,1,50.8990057,59.31700664,2,52.23300585,57.1090064,2
8,0,1,52.09500583,53.06100594,3,52.41700587,50.71500568,3
11,0,1,54.71700613,54.94700615,3,55.59100623,52.50900588,3
12,0,1,55.47600621,51.7845058,4,56.51100633,49.36950553,4
13,0,1,52.12950584,50.8875057,3,52.92300593,47.64450534,3
14,0,1,55.99350627,49.19700551,4,56.82150636,46.16100517,4
15,0,1,55.75200624,50.8530057,5,57.82200648,48.05850538,4
16,0,1,56.02800628,47.19600529,4,56.58000634,44.47050498,4
18,0,1,52.99200594,42.02100471,4,53.544006,40.67550456,5
20,0,1,53.37150598,40.64100455,4,53.50950599,38.15700427,4
21,0,1,53.02650594,39.05400437,5,52.47450588,36.50100409,6
22,0,1,49.79500558,26.97900302,11,49.05900549,25.64500287,12
23,0,1,42.29700474,18.60700208,15,41.69900467,16.76700188,18
24,0,1,49.1050055,25.69100288,12,48.09300539,23.94300268,12
25,0,1,44.27500496,20.76900233,15,43.99900493,18.7910021,17
26,0,1,55.13100617,27.16300304,10,54.85500614,26.01300291,11
27,0,1,52.23300585,24.81700278,11,51.95700582,23.11500259,12
28,0,1,53.84300603,26.47300296,10,53.06100594,24.03500269,11
30,0,1,51.17500573,23.2530026,13,51.22100574,21.4590024,13
31,0,1,46.71300523,15.57100174,17,45.37900508,14.2830016,19
32,0,1,46.48300521,13.50100151,17,45.05700505,12.30500138,19
33,0,1,42.57300477,14.00700157,17,40.96300459,12.71900142,19
35,0,1,45.09464141,43.68955035,2,45.09464141,40.41100453,2
38,0,1,41.6822774,43.28809576,2,41.4815501,40.07645903,2
40,0,1,41.21391371,41.08009551,2,40.41100453,37.4670042,2
49,0,1,44.09100494,31.84663993,4,43.22118666,30.84300345,4
52,0,1,43.82336854,34.79064026,3,44.49245953,34.25536747,3
53,0,1,39.34045895,29.0364578,6,39.27354985,27.36373034,6
55,0,1,43.22118666,28.43427591,6,42.28445928,26.02554837,6
56,0,1,36.79791321,19.86991132,8,35.05827665,17.66191107,9
57,0,1,37.66773149,21.81027517,8,35.66045854,19.40154763,9
58,0,1,33.38554919,22.68009345,9,31.64591264,20.13754771,9
59,0,1,40.61173182,19.66918402,8,39.07282256,17.26045648,8
60,0,1,39.67500444,18.46482025,7,37.1324587,14.45027435,9
61,0,1,34.79064026,16.72518369,9,32.78336731,14.85172894,10
63,0,1,34.25536747,13.24591057,9,31.77973083,11.64009221,11
65,0,1,36.46336772,10.83718303,10,34.18845837,9.030637375,11
