track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,0,1,38.44263341,36.87636674,1,38.35050008,35.4022334,1
1,0,1,36.32356674,37.88983341,2,35.86290007,36.50783341,2
3,0,1,39.82463341,41.94370008,1,39.82463341,41.11450008,1
4,0,1,40.10103341,43.87850009,1,39.73250008,43.04930009,1
5,0,1,41.66730008,46.45823343,2,41.48303342,46.27396676,2
6,0,1,41.75943342,44.43130009,2,41.57516675,44.15490009,2
7,0,1,42.22010008,49.22223343,2,42.03583342,49.31436677,2
8,0,1,41.39090008,51.43343344,2,42.03583342,50.60423343,2
10,0,1,38.44263341,49.49863343,2,39.08756674,49.1301001,2
17,0,1,37.06063341,44.79983342,1,36.32356674,45.07623342,2
19,0,1,34.94156674,39.82463341,2,34.48090007,38.16623341,1
20,0,1,33.7438334,36.04716674,2,33.83596673,34.48090007,2
23,0,1,36.96850007,30.24276673,1,36.50783341,27.66303339,1
24,0,1,36.41570007,24.89903338,1,35.77076674,23.42490005,1
26,0,1,33.28316673,27.38663339,1,33.09890007,26.00463339,1
27,0,1,33.4674334,29.87423339,1,32.26970006,24.71476672,1
28,0,1,31.99330006,23.42490005,2,32.17756673,21.39796671,2
31,0,1,30.9798334,16.1463667,2,30.42703339,14.58010003,2
34,0,1,30.70343339,11.72396669,3,30.51916673,9.789166686,3
