track_id,query_frame,target_frame,query_x_um,query_y_um,query_z_slice,target_x_um,target_y_um,target_z_slice
0,2,3,37.24490007,33.00676673,1,36.71722735,32.3618334,1
1,2,3,34.5730334,34.38876674,1,34.8494334,34.0202334,1
3,2,3,39.36396675,38.99543341,1,38.71903341,38.81116674,1
4,2,3,39.91676675,40.74596675,1,39.36396675,40.83810008,1
5,2,3,41.29876675,44.33916676,1,41.39090008,44.70770009,2
6,2,3,40.74596675,42.77290009,2,40.83810008,41.94370008,2
7,2,3,41.29876675,48.0245001,1,42.03583342,48.11663343,2
8,2,3,41.75943342,49.9593001,2,41.94370008,50.60423343,2
13,2,3,35.95503341,42.31223342,3,35.6786334,41.85156675,1
19,2,3,34.75730007,36.04716674,1,34.38876674,35.6786334,1
20,2,3,33.4674334,31.44050006,1,32.82250007,31.16410006,1
23,2,3,35.03370007,25.82036672,1,34.5730334,27.29450005,1
24,2,3,35.1258334,20.01596671,1,33.28316673,20.01596671,1
26,2,3,32.17756673,23.24063338,1,31.07196673,22.04290004,0
28,2,3,31.5326334,18.17330004,2,29.96636673,18.0811667,0
33,2,3,32.82250007,9.697033353,2,31.44050006,9.144233352,1
34,2,3,29.50570006,10.98690002,1,28.58436672,7.117300014,2
